Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,7/17/2024 17:14,FALSE,Douglas County Running,2,185,0:15:13,151,179,167,172,7:36,6:54,66,78,1.27,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:01.0,3,NaN,0:15:12,0:15:13,"5,834","5,876"
Running,7/17/2024 9:12,FALSE,Douglas County Running,7.48,719,0:55:44,169,184,166,185,7:27,5:08,388,400,1.3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,03:27.7,8,NaN,0:55:33,0:57:34,"6,046","6,099"
Running,7/12/2024 17:17,FALSE,Douglas County Running,4.12,387,0:30:01,164,193,164,185,7:18,5:04,88,88,1.35,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:43.4,5,NaN,0:29:53,0:30:01,"5,844","5,873"
Running,7/10/2024 8:13,FALSE,Douglas County Running,3.94,382,0:30:00,154,182,167,173,7:37,7:01,296,291,1.27,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,06:49.4,4,NaN,0:29:59,0:30:09,"6,291","6,549"
Treadmill Running,7/6/2024 19:25,FALSE,Treadmill Running,1.13,103,0:07:00,--,--,--,--,6:12,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,0:00:00,1,NaN,00:NaN:NaN,0:07:00,--,--
Treadmill Running,7/5/2024 19:39,FALSE,Cardio,3.2,224,0:25:01,131,149,--,--,7:49,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,0:25:01,1,NaN,0:00:00,0:25:01,--,--
Treadmill Running,7/4/2024 18:27,FALSE,Treadmill Running,5.5,516,0:42:00,--,--,--,--,7:38,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,0:00:00,1,NaN,00:NaN:NaN,0:42:00,--,--
Treadmill Running,7/3/2024 19:27,FALSE,Treadmill Running,3.89,369,0:30:00,--,--,--,--,7:43,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,0:00:00,1,NaN,00:NaN:NaN,0:30:00,--,--
Running,7/2/2024 6:21,FALSE,Littleton Running,4.49,419,0:35:24,151,167,165,177,7:53,6:55,24,34,1.23,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,03:42.5,5,NaN,0:35:12,0:38:17,"5,446","5,468"
Treadmill Running,6/29/2024 11:33,FALSE,Treadmill Running,4,392,0:26:35,--,--,--,--,6:39,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,0:00:00,1,NaN,00:NaN:NaN,0:26:35,--,--
Running,6/27/2024 10:45,FALSE,Douglas County Running,1,94,07:42.0,154,172,166,174,7:40,7:03,65,63,1.27,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:01.4,2,NaN,0:07:38,07:42.0,"5,879","5,943"
Running,6/27/2024 10:24,FALSE,Douglas County Running,0.58,47,04:14.8,144,168,163,175,7:19,7:05,10,23,1.35,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,04:14.8,1,NaN,0:03:58,04:14.8,"5,907","5,937"
Running,6/27/2024 10:07,FALSE,Douglas County Running,0.33,23,02:35.6,125,148,161,175,7:52,7:28,--,22,1.27,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,02:35.6,1,NaN,0:02:30,02:35.6,"5,907","5,937"
Running,6/25/2024 8:18,FALSE,Littleton Running,1.32,125,0:10:51,145,157,165,181,8:12,7:22,7,13,1.19,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,02:37.9,2,NaN,0:10:43,0:12:42,"5,453","5,469"
Running,6/24/2024 13:34,FALSE,Douglas County Running,1.61,159,0:12:39,161,183,165,204,7:50,3:48,78,78,1.24,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,04:21.3,2,NaN,0:12:38,0:12:39,"5,879","5,950"
Running,6/20/2024 14:52,FALSE,Douglas County Running,1.32,121,0:10:01,144,163,167,172,7:35,6:49,87,85,1.27,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,02:19.2,2,NaN,0:10:00,0:10:01,"5,838","5,873"
Running,6/19/2024 11:06,FALSE,Douglas County Running,0.61,59,05:00.4,126,152,166,170,8:10,7:28,28,29,1.19,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,05:00.4,1,NaN,0:05:00,05:00.4,"5,839","5,873"
Indoor Running,6/17/2024 11:03,FALSE,Indoor Running,0.11,8,00:47.8,136,141,157,180,7:15,7:54,--,--,1.01,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:47.8,1,NaN,0:00:45,00:47.8,--,--
Indoor Running,6/17/2024 10:29,FALSE,Indoor Running,0.13,13,01:01.4,163,184,164,185,7:52,7:26,--,--,1.04,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,01:01.4,1,NaN,0:00:59,01:01.4,--,--
Indoor Running,6/17/2024 9:54,FALSE,Indoor Running,0.18,9,01:17.1,114,131,164,180,7:08,7:26,--,--,1.04,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,01:17.1,1,NaN,0:01:16,01:17.1,--,--
Running,6/14/2024 9:35,FALSE,Douglas County Running,1.75,175,0:15:00,150,174,162,180,8:34,6:42,58,55,1.16,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,05:59.0,2,NaN,0:14:34,0:19:42,"5,882","5,944"
Running,6/13/2024 10:37,FALSE,Douglas County Running,1.1,110,0:10:01,148,165,163,170,9:07,7:40,74,75,1.08,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:49.2,2,NaN,0:09:57,0:10:01,"5,839","5,870"
Running,6/8/2024 7:16,FALSE,Centennial Running,13.11,"1,207",1:28:39,166,191,170,178,6:46,6:05,41,39,1.4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:44.5,14,NaN,1:28:26,1:29:01,"5,475","5,512"
Running,6/7/2024 7:14,FALSE,Douglas County Running,7.74,767,0:55:01,167,189,169,191,7:07,5:43,518,527,1.34,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,05:00.3,8,NaN,0:54:45,0:57:14,"6,175","6,408"
Running,6/5/2024 7:31,FALSE,Douglas County Running,7.74,688,1:00:00,143,167,167,181,7:45,6:47,552,548,1.24,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,05:42.1,8,NaN,0:59:53,1:02:09,"5,885","6,060"
Running,6/4/2024 6:59,FALSE,Parker Running,10.79,973,1:10:00,166,187,172,189,6:29,5:32,147,141,1.44,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,05:50.7,11,NaN,1:09:47,1:13:43,"5,772","5,900"
Running,6/3/2024 8:04,FALSE,Douglas County Running,6.11,590,0:43:35,165,191,167,187,7:08,5:04,462,500,1.35,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:49.2,7,NaN,0:43:26,0:45:06,"5,912","6,272"
Running,6/3/2024 7:59,FALSE,Douglas County Running,0.6,45,04:42.7,129,150,163,174,7:51,7:49,43,25,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,04:42.7,1,NaN,0:02:22,05:15.3,"5,911","5,959"
Running,6/1/2024 7:38,FALSE,Littleton Running,12,"1,092",1:19:52,162,187,169,180,6:39,5:40,359,363,1.43,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:00.9,13,NaN,1:19:34,1:22:15,"5,344","5,544"
Running,5/31/2024 8:44,FALSE,Douglas County Running,7.04,626,0:51:45,144,171,167,193,7:21,4:51,349,354,1.31,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:17.9,8,NaN,0:51:31,0:54:54,"5,817","6,001"
Running,5/30/2024 10:25,FALSE,Douglas County Running,7.98,704,1:00:03,146,173,166,178,7:32,6:42,521,533,1.29,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,06:49.4,8,NaN,0:59:52,1:04:34,"5,840","6,137"
Running,5/29/2024 8:01,FALSE,Douglas County Running,8.66,802,1:00:30,168,190,169,182,6:59,5:20,409,423,1.36,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,05:24.7,9,NaN,1:00:14,1:02:52,"5,910","6,066"
Running,5/28/2024 15:46,FALSE,Douglas County Running,6.06,572,0:45:01,157,181,166,191,7:26,4:44,375,369,1.3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:24.2,7,NaN,0:44:52,0:46:26,"5,884","6,098"
Running,5/27/2024 8:16,FALSE,Boulder Running,0.91,96,09:16.5,142,153,160,173,10:13,6:57,10,10,0.99,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,09:16.5,1,NaN,0:09:11,09:25.2,"5,287","5,302"
Running,5/27/2024 6:51,FALSE,Boulder Running,6.31,567,0:36:31,181,195,172,190,5:47,4:52,232,151,1.61,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,01:34.7,7,NaN,0:36:24,0:36:31,"5,276","5,387"
Running,5/27/2024 6:01,FALSE,Boulder Running,1.4,134,0:11:48,139,163,159,184,8:25,7:23,20,20,1.2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,03:10.2,2,NaN,0:11:23,0:18:17,"5,269","5,292"
Running,5/25/2024 8:21,FALSE,Douglas County Running,4.71,384,0:33:25,144,162,167,201,7:06,4:03,220,215,1.36,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,03:19.7,5,NaN,0:33:01,0:39:16,"5,849","6,046"
Running,5/24/2024 8:26,FALSE,Jefferson County Running,11.04,"1,023",1:15:01,171,189,170,180,6:48,5:55,468,471,1.39,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:14.5,12,NaN,1:14:53,1:16:17,"5,510","5,762"
Running,5/23/2024 15:50,FALSE,Douglas County Running,7.54,728,0:55:01,165,183,166,178,7:18,6:42,473,465,1.33,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,03:53.5,8,NaN,0:54:26,0:59:32,"5,860","6,026"
Running,5/22/2024 6:34,FALSE,Centennial Running,7.54,675,0:50:01,168,189,172,184,6:38,5:36,8,17,1.41,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,03:48.1,8,NaN,0:49:50,0:50:35,"5,488","5,513"
Running,5/21/2024 11:09,FALSE,Douglas County Running,6.74,637,0:50:00,156,183,166,190,7:25,4:52,321,313,1.31,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,05:07.9,7,NaN,0:49:44,0:52:20,"5,771","5,945"
Running,5/20/2024 8:27,FALSE,Douglas County Running,6.29,587,0:45:39,162,187,165,193,7:16,4:16,410,422,1.34,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,01:57.6,7,NaN,0:45:29,0:46:39,"5,854","6,095"
Running,5/18/2024 11:51,FALSE,Centennial Running,9,859,1:06:29,169,193,166,182,7:23,5:56,408,412,1.31,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:01.6,10,NaN,1:06:17,1:08:16,"5,668","6,006"
Running,5/17/2024 15:37,FALSE,Douglas County Running,5.01,489,0:33:16,176,197,167,174,6:39,5:37,237,250,1.45,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:02.2,6,NaN,0:33:09,0:33:24,"5,842","6,029"
,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,09:51.9,1,NaN,0:09:51,09:51.9,"5,007","5,026"
\,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,0:00:00,1,NaN,00:NaN:NaN,4:39:00,--,--
,,,,,,,,,,,,,--,--,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,06:57.9,2,NaN,0:14:59,0:15:01,"5,010","5,017"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:29.6,2,NaN,0:07:53,0:16:23,"6,355","6,385"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,07:13.5,1,NaN,0:07:08,07:16.8,"6,354","6,385"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,03:08.9,5,NaN,0:32:41,1:19:45,"6,083","6,125"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,01:27.9,4,NaN,0:29:05,0:30:29,"5,990","6,189"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,07:23.1,5,NaN,0:41:11,0:43:11,"5,958","6,090"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,02:49.0,3,NaN,0:23:00,0:26:00,"5,912","6,089"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,02:09.1,3,NaN,0:13:46,0:30:57,"6,077","6,096"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,01:04.4,2,NaN,08:20.9,09:57.2,"6,086","6,096"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,05:53.0,2,NaN,0:15:17,0:16:00,"5,933","6,046"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:05.6,3,NaN,0:10:26,0:10:31,"6,007","6,022"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,04:39.9,2,NaN,0:13:26,0:13:33,"6,004","6,112"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,02:46.3,3,NaN,0:17:12,0:27:21,"6,086","6,096"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:14.5,5,NaN,0:30:25,0:30:41,"5,952","6,125"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,02:16.2,6,NaN,0:37:09,0:56:53,"5,898","6,096"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,00:25.6,6,NaN,0:37:09,0:50:38,"5,869","6,096"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,04:48.0,4,NaN,0:29:18,0:33:16,"5,988","6,151"
Running,,,,,,,,,,,,,,,,,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,No,04:34.7,2,NaN,0:15:48,0:19:40,"6,011","6,090"
