Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cardio,2024-07-22 17:06:23,false,"Cardio","0.00","247","00:45:55","108","152","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:45:55","1","NaN","00:00:00","00:45:55","701","701"
Running,2024-07-21 14:13:26,false,"Winston-Salem Running","6.80","740","01:03:03","160","172","177","186","9:16","8:23","163","150","0.98","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:07:18.3","7","NaN","01:03:02","01:03:03","721","778"
Running,2024-07-20 18:30:06,false,"Winston-Salem Running","3.14","290","00:22:52","169","194","183","215","7:17","5:57","113","103","1.21","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:57.3","4","NaN","00:22:48","00:22:52","939","1,016"
Running,2024-07-20 17:56:33,false,"Winston-Salem Running","1.01","110","00:10:04","151","164","176","188","9:58","8:51","17","18","0.92","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:05.4","2","NaN","00:09:58","00:10:04","955","987"
Running,2024-07-20 08:33:32,false,"Winston-Salem Running","2.01","212","00:21:12","142","159","173","183","10:33","9:11","113","105","0.88","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.2","3","NaN","00:21:06","00:21:23","745","870"
Running,2024-07-19 09:13:21,false,"Winston-Salem Running","3.01","310","00:30:49","142","158","171","182","10:14","8:26","61","65","0.92","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.5","4","NaN","00:30:46","00:33:38","721","762"
Running,2024-07-18 18:20:16,false,"Winston-Salem Running","5.01","518","00:44:16","160","174","179","185","8:50","7:54","156","671","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.7","6","NaN","00:44:13","00:44:16","734","1,266"
Cardio,2024-07-18 08:24:29,false,"Cardio","0.00","216","00:40:38","108","140","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:40:38","1","NaN","00:00:00","00:40:38","831","831"
Walking,2024-07-18 07:42:06,false,"Winston-Salem Walking","1.04","102","00:20:30","96","108","85","248","19:48","10:53","42","28","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:35.0","2","NaN","00:19:50","00:20:59","869","910"
Running,2024-07-17 06:08:48,false,"Winston-Salem Running","16.02","1,605","02:30:24","158","182","173","221","9:23","7:55","726","729","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:12.3","17","NaN","02:28:46","02:53:14","791","984"
Running,2024-07-15 18:15:57,false,"Winston-Salem Running","5.01","525","00:49:57","148","169","172","185","9:58","8:56","258","271","0.94","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:07.8","6","NaN","00:49:36","00:51:41","729","971"
Cardio,2024-07-15 16:56:56,false,"Cardio","0.00","278","00:46:35","114","152","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:46:35","1","NaN","00:00:00","00:46:35","--","--"
Running,2024-07-13 06:37:47,false,"Winston-Salem Running","14.00","1,431","02:11:53","158","182","174","227","9:25","7:37","834","836","0.98","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.4","15","NaN","02:11:35","02:43:04","742","971"
Cardio,2024-07-12 09:06:28,false,"Cardio","0.00","171","00:35:03","103","135","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:35:03","1","NaN","00:00:00","00:35:03","--","--"
Running,2024-07-11 17:34:37,false,"Winston-Salem Running","7.06","769","01:04:11","164","185","173","182","9:05","7:44","387","405","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:31.0","8","NaN","01:03:37","01:19:54","742","971"
Cardio,2024-07-10 07:44:31,false,"Cardio","0.00","287","00:44:18","119","151","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:44:18","1","NaN","00:00:00","00:44:18","673","826"
Running,2024-07-10 05:59:05,false,"Winston-Salem Running","7.01","703","00:58:03","166","193","176","190","8:17","6:46","116","113","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:05.4","8","NaN","00:57:37","01:28:08","747","768"
Walking,2024-07-09 17:38:29,false,"Winston-Salem Walking","1.73","178","00:37:18","98","116","91","231","21:36","15:32","93","93","0.83","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:15:33","2","NaN","00:35:07","00:40:19","833","930"
Running,2024-07-08 18:16:06,false,"Winston-Salem Running","5.01","542","00:46:45","158","190","173","182","9:20","7:08","291","306","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.3","6","NaN","00:46:30","00:48:33","742","973"
Cardio,2024-07-08 10:34:41,false,"Cardio","0.00","305","01:01:47","107","136","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:01:47","1","NaN","00:00:00","01:01:47","--","--"
Running,2024-07-07 13:58:56,false,"Winston-Salem Running","6.31","661","00:57:33","158","170","177","188","9:07","8:11","182","188","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:57.4","7","NaN","00:57:32","00:58:15","720","778"
Running,2024-07-06 06:51:48,false,"Winston-Salem Running","12.14","1,374","01:49:49","170","190","175","194","9:03","6:51","534","534","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:10.2","13","NaN","01:49:21","02:10:33","742","958"
Cardio,2024-07-05 08:14:02,false,"Cardio","0.00","257","00:43:32","112","148","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:43:32","1","NaN","00:00:00","00:43:32","781","781"
Running,2024-07-04 08:41:33,false,"Winston-Salem Running","6.01","603","00:59:20","145","171","171","182","9:53","7:33","287","287","0.95","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:02.9","7","NaN","00:59:15","01:11:20","792","994"
Cardio,2024-07-03 08:13:00,false,"Cardio","0.00","243","00:40:10","113","163","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:40:10","1","NaN","00:00:00","00:40:10","757","757"
Running,2024-07-03 06:22:24,false,"Winston-Salem Running","6.50","535","00:54:11","147","184","175","196","8:20","5:36","69","73","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:05:09.3","7","NaN","00:52:58","01:29:46","747","784"
Walking,2024-07-02 17:15:16,false,"Winston-Salem Walking","3.60","368","01:12:53","103","124","93","244","20:14","13:11","280","248","0.86","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:13:23","4","NaN","01:07:35","01:25:06","742","945"
Running,2024-07-01 18:17:23,false,"Winston-Salem Running","4.05","408","00:41:01","143","161","173","182","10:07","9:08","272","240","0.92","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:30.0","5","NaN","00:40:45","00:43:27","751","973"
Cardio,2024-07-01 16:58:44,false,"Cardio","0.00","271","00:51:16","108","143","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:51:16","1","NaN","00:00:00","00:51:16","868","868"
Walking,2024-06-30 17:12:04,false,"Winston-Salem Walking","1.04","101","00:22:34","92","107","91","245","21:39","12:53","46","49","0.81","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:49.9","2","NaN","00:22:06","00:22:34","869","909"
Running,2024-06-29 07:17:58,false,"Athens Running","10.00","977","01:32:40","153","168","175","186","9:16","8:10","274","281","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:00.9","11","NaN","01:31:50","01:47:40","719","784"
Running,2024-06-28 07:19:52,false,"Winston-Salem Running","4.00","412","00:39:48","145","161","170","180","9:56","8:57","166","160","0.95","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:01.7","5","NaN","00:39:46","00:43:40","878","982"
Cardio,2024-06-27 15:15:06,false,"Cardio","0.00","207","00:34:06","113","138","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:34:06","1","NaN","00:00:00","00:34:06","--","--"
Running,2024-06-27 11:28:59,false,"Winston-Salem Running","6.74","687","01:03:34","149","164","170","219","9:26","7:49","156","158","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:07:12.5","7","NaN","01:03:27","01:13:50","721","778"
Cardio,2024-06-26 17:04:12,false,"Cardio","0.00","282","00:45:14","113","164","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:45:14","1","NaN","00:00:00","00:45:14","881","881"
Running,2024-06-26 05:55:56,false,"Winston-Salem Running","6.10","543","00:48:52","154","191","176","236","8:00","5:57","32","34","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:00.7","7","NaN","00:48:29","01:18:08","746","767"
Running,2024-06-24 18:14:48,false,"Winston-Salem Running","3.17","322","00:30:01","150","168","175","184","9:28","8:30","142","152","0.97","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:43.3","4","NaN","00:30:00","00:30:01","843","958"
Cardio,2024-06-24 07:21:54,false,"Cardio","0.00","310","00:47:24","119","159","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:47:24","1","NaN","00:00:00","00:47:24","916","916"
Cardio,2024-06-23 14:05:59,false,"Cardio","0.00","264","01:11:55","94","128","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:11:55","1","NaN","00:00:00","01:11:55","916","916"
Cardio,2024-06-21 14:40:26,false,"Cardio","0.00","192","00:40:28","103","136","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:40:28","1","NaN","00:00:00","00:40:28","--","--"
Running,2024-06-20 17:34:37,false,"Winston-Salem Running","4.21","434","00:39:10","155","173","174","182","9:19","7:51","298","276","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:58.8","5","NaN","00:38:59","01:00:51","751","957"
Cardio,2024-06-20 07:48:22,false,"Cardio","0.00","307","00:43:24","122","157","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:43:24","1","NaN","00:00:00","00:44:07","753","753"
Running,2024-06-19 06:10:33,false,"Winston-Salem Running","6.01","541","00:48:35","158","190","175","198","8:05","5:15","88","84","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.2","7","NaN","00:47:46","01:01:07","747","767"
Walking,2024-06-18 08:15:37,false,"Winston-Salem Walking","0.82","76","00:16:39","92","112","72","247","20:23","15:58","54","55","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:16:39","1","NaN","00:15:24","00:16:39","868","925"
Running,2024-06-17 18:16:25,false,"Winston-Salem Running","5.00","534","00:44:52","165","185","175","182","8:58","7:55","279","283","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:01.0","6","NaN","00:44:42","00:45:40","742","971"
Cardio,2024-06-17 17:05:24,false,"Cardio","0.00","329","00:52:40","118","154","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:52:40","1","NaN","00:00:00","00:52:40","--","--"
Running,2024-06-16 08:05:50,false,"Winston-Salem Running","4.01","390","00:36:47","152","169","176","184","9:11","8:09","111","110","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:07.3","5","NaN","00:36:39","00:38:30","720","778"
Running,2024-06-15 08:34:23,false,"Winston-Salem Running","5.01","529","00:43:36","169","185","178","184","8:42","7:42","259","277","1.04","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.4","6","NaN","00:43:27","00:53:13","725","974"
Running,2024-06-15 07:04:36,false,"Winston-Salem Running","7.00","743","01:05:35","159","177","175","184","9:22","8:36","290","291","0.98","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:01.2","8","NaN","01:05:25","01:12:44","742","900"
Cardio,2024-06-14 07:29:26,false,"Cardio","0.00","201","00:36:04","110","141","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:36:04","1","NaN","00:00:00","00:36:04","--","--"
Running,2024-06-13 17:34:10,false,"Winston-Salem Running","4.21","420","00:38:28","154","183","174","226","9:08","7:06","307","287","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:42.6","5","NaN","00:38:21","01:02:27","751","957"
Cardio,2024-06-13 16:34:11,false,"Cardio","0.00","296","00:45:19","119","157","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:45:19","1","NaN","00:00:00","00:45:19","--","--"
Running,2024-06-12 18:05:18,false,"Winston-Salem Running","7.02","713","01:03:01","161","191","169","196","8:59","5:09","185","183","1.06","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:11.3","8","NaN","01:01:46","01:12:02","742","839"
Running,2024-06-10 18:15:50,false,"Winston-Salem Running","3.01","294","00:28:33","146","162","170","178","9:29","7:37","113","118","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.2","4","NaN","00:28:23","00:30:00","853","961"
Cardio,2024-06-10 07:09:47,false,"Cardio","0.00","319","00:55:27","113","154","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:55:27","1","NaN","00:00:00","00:55:31","905","905"
Running,2024-06-09 15:59:19,false,"Winston-Salem Running","1.01","97","00:10:05","138","153","171","180","9:58","9:25","63","34","0.94","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:09.1","2","NaN","00:10:05","00:13:27","887","928"
Running,2024-06-09 13:14:22,false,"Winston-Salem Running","5.01","434","00:49:01","139","155","171","190","9:47","6:22","188","197","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:08.3","6","NaN","00:48:47","00:55:16","720","778"
Running,2024-06-08 07:34:48,false,"Winston-Salem Running","10.01","1,061","01:28:31","167","190","176","184","8:51","7:33","537","447","1.04","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.4","11","NaN","01:28:05","01:43:35","742","972"
Cardio,2024-06-07 16:18:29,false,"Cardio","0.00","223","00:33:19","119","153","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:33:19","1","NaN","00:00:00","00:33:19","803","805"
Running,2024-06-07 15:54:54,false,"Winston-Salem Running","2.06","193","00:19:24","142","153","170","180","9:26","8:13","64","65","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:32.3","3","NaN","00:19:08","00:21:07","796","859"
Running,2024-06-06 18:07:23,false,"Winston-Salem Running","3.27","346","00:27:36","172","193","177","184","8:26","1:18","205","225","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:06.6","4","NaN","00:27:29","00:27:41","751","955"
Running,2024-06-06 17:12:11,false,"Winston-Salem Running","2.64","249","00:26:45","138","152","169","180","10:09","8:39","117","115","0.94","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:06:25.9","3","NaN","00:26:36","00:30:03","730","794"
Running,2024-06-05 19:12:40,false,"Winston-Salem Running","1.04","102","00:09:53.1","145","161","173","184","9:33","8:39","--","--","0.97","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:19.3","2","NaN","00:09:47","00:10:31","726","745"
Cardio,2024-06-05 07:33:38,false,"Cardio","0.00","363","00:58:18","117","156","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:58:18","1","NaN","00:00:00","00:58:18","--","--"
Running,2024-06-04 07:00:42,false,"Winston-Salem Running","5.02","407","00:42:59","148","178","171","200","8:34","6:02","86","79","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:10.1","6","NaN","00:42:04","01:12:06","747","773"
Running,2024-06-02 14:50:00,false,"Winston-Salem Running","4.01","347","00:38:11","141","158","169","188","9:31","6:24","135","142","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:07.3","5","NaN","00:37:56","00:48:59","719","778"
Running,2024-06-01 06:40:25,false,"Winston-Salem Running","14.00","1,406","02:08:40","162","189","174","188","9:11","7:49","920","902","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:02.0","15","NaN","02:08:06","02:39:02","742","972"
Cardio,2024-05-31 09:34:30,false,"Cardio","0.00","125","00:21:14","112","145","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:21:14","1","NaN","00:00:00","00:21:14","812","812"
Running,2024-05-31 08:44:15,false,"Winston-Salem Running","4.01","387","00:40:29","143","159","167","178","10:06","8:44","206","205","0.95","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:04.0","5","NaN","00:39:34","00:43:45","785","907"
Running,2024-05-30 17:37:58,false,"Winston-Salem Running","5.02","500","00:44:05","162","179","174","190","8:47","6:25","316","321","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:08.9","6","NaN","00:43:49","00:58:19","752","957"
Cardio,2024-05-30 07:40:01,false,"Cardio","0.00","289","00:48:11","116","149","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:48:11","1","NaN","00:00:00","00:48:11","--","--"
Walking,2024-05-29 08:05:42,false,"Winston-Salem Walking","1.02","101","00:21:44","89","102","63","137","21:15","15:03","46","37","1.21","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:25.6","2","NaN","00:19:38","00:21:56","883","927"
Running,2024-05-28 07:37:35,false,"Winston-Salem Running","5.01","418","00:42:36","147","171","172","196","8:30","6:14","30","127","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.2","6","NaN","00:41:54","01:12:32","747","858"
Walking,2024-05-27 13:28:06,false,"Winston-Salem Walking","1.14","121","00:25:47","102","118","83","125","22:39","17:58","78","81","0.85","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:03:51.1","2","NaN","00:23:41","00:25:47","785","872"
Cardio,2024-05-27 11:09:13,false,"Cardio","0.00","327","01:01:31","112","142","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:24:37","2","NaN","00:00:00","01:01:31","886","886"
Running,2024-05-25 07:07:15,false,"Winston-Salem Running","10.01","1,016","01:31:20","159","190","172","184","9:08","7:39","517","517","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:05.1","11","NaN","01:31:03","01:56:32","742","958"
Running,2024-05-24 11:02:07,false,"Winston-Salem Running","5.01","481","00:49:34","144","169","169","241","9:54","8:47","232","247","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:05.9","6","NaN","00:49:13","00:55:24","822","944"
Cardio,2024-05-23 07:22:35,false,"Cardio","0.00","304","00:50:38","117","153","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:50:38","1","NaN","00:00:00","00:50:38","--","--"
Running,2024-05-22 10:24:17,false,"Winston-Salem Running","5.00","517","00:44:21","162","179","172","182","8:52","7:25","187","171","1.06","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:01.3","6","NaN","00:44:16","00:49:17","874","983"
Cardio,2024-05-21 17:28:49,false,"Cardio","0.00","250","00:48:53","109","142","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:48:53","1","NaN","00:00:00","00:48:53","--","--"
Running,2024-05-21 07:00:49,false,"Winston-Salem Running","3.10","319","00:29:40","150","165","171","184","9:33","8:39","197","195","0.98","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:58.8","4","NaN","00:29:29","00:31:05","797","926"
Cardio,2024-05-18 08:02:49,false,"Cardio","0.00","165","00:33:14","104","127","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:33:14","1","NaN","00:00:00","00:33:14","--","--"
Running,2024-05-16 17:41:03,false,"Winston-Salem Running","4.30","427","00:38:54","154","172","174","188","9:03","7:58","280","243","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:50.2","5","NaN","00:38:41","00:55:48","751","955"
Cardio,2024-05-16 06:58:02,false,"Cardio","0.00","269","00:55:06","108","141","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:55:06","1","NaN","00:00:00","00:56:06","--","--"
Running,2024-05-15 07:00:47,false,"Winston-Salem Running","6.01","583","00:57:15","150","180","170","180","9:32","8:10","297","394","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.5","7","NaN","00:56:57","01:01:43","790","972"
Running,2024-05-13 18:13:43,false,"Winston-Salem Running","3.32","353","00:28:52","167","184","172","180","8:42","7:25","171","147","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:50.8","4","NaN","00:28:39","00:29:23","812","972"
Cardio,2024-05-13 17:14:28,false,"Cardio","0.00","305","00:45:48","120","158","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:45:48","1","NaN","00:00:00","00:45:48","--","--"
Running,2024-05-11 08:13:50,false,"Atlantic Beach Running","6.01","560","00:49:40","159","194","174","188","8:16","6:37","6","6","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:03.9","7","NaN","00:49:04","01:00:11","4","17"
Cardio,2024-05-10 06:55:59,false,"Cardio","0.00","248","01:04:13","96","135","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:04:13","1","NaN","00:00:00","01:04:13","--","--"
Running,2024-05-09 17:31:08,false,"Winston-Salem Running","5.11","493","00:45:48","153","169","174","194","8:58","7:50","342","324","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:59.3","6","NaN","00:45:33","01:05:28","751","956"
Running,2024-05-08 06:51:08,false,"Winston-Salem Running","7.01","691","01:05:42","154","172","171","182","9:22","8:19","312","311","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:06.2","8","NaN","01:05:08","01:15:52","792","983"
Cardio,2024-05-07 16:54:23,false,"Cardio","0.00","445","01:02:08","130","177","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","01:02:08","1","NaN","00:00:00","01:02:08","--","--"
Running,2024-05-06 18:14:17,false,"Winston-Salem Running","3.03","313","00:26:59","160","178","176","184","8:55","8:09","233","156","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:16.4","4","NaN","00:26:58","00:26:59","844","958"
Cardio,2024-05-06 17:12:44,false,"Cardio","0.00","280","00:46:04","117","158","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:46:04","1","NaN","00:00:00","00:46:04","876","876"
Running,2024-05-05 16:20:05,false,"Winston-Salem Running","0.40","40","00:04:02.8","143","156","171","178","10:01","8:30","--","17","0.94","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:04:02.8","1","NaN","00:03:59","00:04:04.0","869","893"
Running,2024-05-05 14:10:47,false,"Winston-Salem Running","10.03","1,060","01:27:45","167","192","175","188","8:45","7:22","286","259","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:15.3","11","NaN","01:27:20","01:33:40","720","781"
Cardio,2024-05-03 17:37:39,false,"Cardio","0.00","163","00:30:13","109","136","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:30:13","1","NaN","00:00:00","00:30:13","812","812"
Running,2024-05-03 16:55:43,false,"Winston-Salem Running","3.15","290","00:30:21","143","163","166","177","9:39","8:10","190","195","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:26.1","4","NaN","00:29:49","00:36:34","798","961"
Cardio,2024-05-02 07:26:38,false,"Cardio","0.00","286","00:50:52","112","154","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:50:52","1","NaN","00:00:00","00:50:52","916","916"
Running,2024-05-01 06:51:50,false,"Winston-Salem Running","7.23","726","01:06:03","158","177","175","188","9:08","6:06","696","717","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:01:50.7","8","NaN","01:05:42","01:10:24","797","1,160"
Running,2024-04-30 17:38:41,false,"Winston-Salem Running","6.23","598","00:55:07","157","192","170","188","8:51","5:41","42","52","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:02:22.0","7","NaN","00:54:28","01:04:41","742","772"
Running,2024-04-29 18:15:34,false,"Winston-Salem Running","3.02","278","00:28:29","141","165","173","198","9:26","8:24","177","178","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:00:12.7","4","NaN","00:28:22","00:28:45","844","958"
Cardio,2024-04-29 17:13:30,false,"Cardio","0.00","202","00:38:23","110","137","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:38:23","1","NaN","00:00:00","00:38:23","3,060","3,060"
Walking,2024-04-28 10:25:54,false,"Watauga County Walking","2.15","218","00:45:53","103","122","87","248","21:20","10:16","243","235","0.87","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","No","00:03:18.0","3","NaN","00:43:55","00:47:50","2,962","3,085"
