ID de l'activité,Date de l'activité,Nom de l'activité,Type d'activité,Description de l'activité,Temps écoulé,Distance,Fréquence cardiaque maximum,Mesure d'effort,Déplacement-transport,Note privée sur les activités,Matériel utilisé pour l'activité,Nom du fichier,Poids de l'athlète,Poids du vélo,Temps écoulé,Durée de déplacement,Distance,Vitesse max.,Vitesse moyenne,Dénivelé positif,Dénivelé négatif,Altitude min.,Altitude max.,Pente max.,Pente moyenne,Pente positive moyenne,Pente négative moyenne,Cadence max.,Cadence moyenne,Fréquence cardiaque maximum,Fréquence cardiaque moyenne,Puissance max.,Puissance moyenne,Calories,Température max.,Température moyenne,Mesure d'effort,Effort total,Nombre de sorties course à pied,Temps de montée,Temps de descente,Autres temps,Effort ressenti,Type,Heure de début,Puissance moyenne pondérée,Nombre d'échantillons de puissance,Utiliser l'Effort ressenti,Mesure d'effort ressenti,Déplacement-transport,Poids total soulevé,À partir du téléchargement,Distance ajustée selon la pente,Heure d'observation de la météo,Conditions météo,Température selon les prévisions météo,Température ressentie,Point de rosée,Humidité,Pression atmosphérique,Vitesse du vent,Rafale de vent,Direction du vent,Intensité des précipitations,Heure de lever du soleil,Heure de coucher du soleil,Phase de la lune,Vélo,Matériel,Probabilité de précipitations,Type de précipitations,Couverture nuageuse,Visibilité selon les prévisions météo,Indice UV,Ozone selon les prévisions météo,Nombre de sauts,Grit total,Flow moyen,Signalé,Vitesse moyenne (temps écoulé),Distance sur chemin,Distance récemment découverte,Distance sur chemin récemment découverte,Nombre d'activités,Nombre total de pas,CO2 économisé,Longueur de piscine,Charge d’entraînement,Intensité,Vitesse moyenne ajustée selon la pente,Temps enregistré par le chronomètre,Nombre total de cycles,Support
399492932,24 sept. 2015 à 17:46:23,Evening Run,Course à pied,,1738,"6,02",177.0,49,false,,,activities/448653502.tcx.gz,78.0,,1738.0,1712.0,6025.2001953125,6.599999904632568,,20.0,,52.0,67.0,7.400000095367432,-0.03319390118122101,,,101.0,86.78209686279297,177.0,157.4040069580078,,,578.17529296875,,,49.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
400242061,25 sept. 2015 à 19:02:38,Night Run,Course à pied,,2690,"9,22",183.0,65,false,,,activities/449426690.tcx.gz,78.0,,2690.0,2604.0,9225.400390625,7.199999809265137,,44.0,,63.0,96.0,13.899999618530273,-0.065037801861763,,,94.0,86.91670227050781,183.0,152.51800537109375,,,884.8154907226562,,,65.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
400388938,26 sept. 2015 à 08:07:40,Morning Ride,Vélo,,4853,"27,54",,,false,,,activities/449578714.tcx.gz,78.0,,4853.0,4524.0,27543.69921875,9.800000190734863,,132.0,,44.0,74.0,9.899999618530273,0.025414200499653816,,,,,,,,93.25279998779297,470.391357421875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
401559664,27 sept. 2015 à 07:29:47,Morning Run,Course à pied,,12272,"20,97",,,false,,,activities/450803911.tcx.gz,78.0,,12272.0,7896.0,20970.80078125,4.900000095367432,,592.7999877929688,,89.0999984741211,145.0,44.0,0.02861119993031025,,,95.0,74.41470336914062,,,,,2153.29541015625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
403239151,29 sept. 2015 à 19:12:23,Night Run,Course à pied,,2959,"10,32",173.0,77,false,,,activities/452530526.tcx.gz,78.0,,2959.0,2959.0,10328.7001953125,8.100000381469727,,90.0,,61.0,136.0,11.899999618530273,-0.058090563863515854,,,92.0,87.12639617919922,173.0,155.484619140625,,,995.5264282226562,,,77.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
403706484,30 sept. 2015 à 17:11:05,Evening Run,Course à pied,,1854,"4,16",171.0,13,false,,,activities/453010474.tcx.gz,78.0,,1854.0,1561.0,4163.7998046875,4.400000095367432,,84.0,,53.0,88.0,9.899999618530273,0.24016523361206055,,,96.0,80.20179748535156,171.0,134.63037109375,,,413.4122314453125,,,13.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
403706485,30 sept. 2015 à 20:10:42,Night Run,Course à pied,,2193,"8,27",184.0,77,false,,,activities/453010479.tcx.gz,78.0,,2193.0,2193.0,8278.7998046875,8.0,,86.0,,77.0,152.0,10.199999809265137,-0.09663236141204834,,,95.0,90.01961517333984,184.0,162.43502807617188,,,797.0862426757812,,,77.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
404307332,1 oct. 2015 à 11:17:08,Afternoon Run,Course à pied,,2629,"7,62",188.0,60,false,,,activities/453629828.tcx.gz,78.0,,2629.0,1946.0,7623.2001953125,9.399999618530273,,35.0,,62.0,91.0,13.600000381469727,-0.13117851316928864,,,92.0,88.16752624511719,188.0,159.34532165527344,,,729.1665649414062,,,60.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
404951209,2 oct. 2015 à 19:31:09,Night Run,Course à pied,,2602,"9,18",188.0,78,false,,,activities/454294607.tcx.gz,78.0,,2602.0,2588.0,9181.099609375,6.5,,46.0,,41.0,72.0,15.600000381469727,-0.015248717740178108,,,92.0,87.5892562866211,188.0,158.0691680908203,,,882.5441284179688,,,78.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
405217081,3 oct. 2015 à 08:13:09,Morning Ride,Vélo,,4158,"31,31",166.0,32,false,,,activities/454570129.tcx.gz,78.0,,4158.0,3868.0,31310.599609375,11.300000190734863,,123.5999984741211,,48.0,68.0,7.800000190734863,-0.02555049955844879,,,,,166.0,144.30299377441406,,143.32699584960938,618.1435546875,,,32.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
405886698,4 oct. 2015 à 06:38:04,Morning Run,Course à pied,,7124,"18,85",187.0,154,false,,,activities/455271121.tcx.gz,78.0,,7124.0,6117.0,18850.099609375,4.300000190734863,,239.6999969482422,,76.0,138.0,35.70000076293945,0.04244009405374527,,,91.0,86.57974243164062,187.0,155.2383575439453,,,1851.0540771484375,,,154.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
407748763,6 oct. 2015 à 20:23:21,Night Run,Course à pied,,2130,"7,90",171.0,61,false,,,activities/457201089.tcx.gz,78.0,,2130.0,2130.0,7899.60009765625,7.900000095367432,,74.0,,83.0,162.0,6.300000190734863,-0.14304521679878235,,,91.0,87.9079818725586,171.0,157.0530548095703,,,759.134765625,,,61.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
408407371,7 oct. 2015 à 17:08:33,Evening Run,Course à pied,,3115,"8,70",172.0,19,false,,,activities/457881071.tcx.gz,78.0,,3115.0,2603.0,8702.2001953125,6.0,,28.0,,58.0,76.0,25.799999237060547,-0.13789616525173187,,,91.0,83.50019073486328,172.0,136.182861328125,,,833.513916015625,,,19.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
409059849,8 oct. 2015 à 19:55:46,Night Run,Course à pied,,2659,"9,23",181.0,71,false,,,activities/458555334.tcx.gz,78.0,,2659.0,2615.0,9234.099609375,9.5,,44.0,,48.0,79.0,13.699999809265137,-0.04115179926156998,,,92.0,86.55180358886719,181.0,154.6479949951172,,,886.6746826171875,,,71.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
409663330,9 oct. 2015 à 20:43:31,Night Run,Course à pied,,2855,"10,32",173.0,66,false,,,activities/459179136.tcx.gz,78.0,,2855.0,2855.0,10324.5,8.100000381469727,,91.0999984741211,,86.0,159.0,20.799999237060547,-0.058114200830459595,,,90.0,87.3030014038086,173.0,153.593994140625,,,996.2930908203125,,,66.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
409980467,10 oct. 2015 à 09:07:38,Lunch Ride,Vélo,,4091,"31,44",162.0,28,false,,,activities/459508234.tcx.gz,78.0,,4091.0,3818.0,31447.400390625,11.0,,141.0,,47.0,64.0,7.199999809265137,-0.006359830033034086,,,,,162.0,140.3419952392578,,153.7270050048828,654.4265747070312,,,28.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
410690679,11 oct. 2015 à 07:36:17,Morning Run,Course à pied,,5730,"18,10",180.0,122,false,,,activities/460250292.tcx.gz,78.0,,5730.0,5277.0,18107.19921875,6.199999809265137,,128.0,,46.0,73.0,17.399999618530273,-0.022090699523687363,,,115.0,87.0864028930664,180.0,152.77000427246094,,,1749.984375,,,122.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
