ID da atividade,Data da atividade,Nome da atividade,Tipo de atividade,Descrição da atividade,Tempo decorrido,Distância,Frequência cardíaca máxima,Esforço relativo,Deslocamento,Observação privada da atividade,Equipamento da atividade,Nome do arquivo,Peso do atleta,Peso da bicicleta,Tempo decorrido,Tempo de movimentação,Distância,Velocidade máx.,Velocidade média,Ganho de elevação,Perda de elevação,Elevação mínima,Elevação máxima,Inclinação máxima,Inclinação média,Inclinação positiva média,Inclinação negativa média,Cadência máxima,Cadência média,Frequência cardíaca máxima,Frequência cardíaca média,Máximo de watts,Média de watts,Calorias,Temperatura máxima,Temperatura média,Esforço relativo,Total de trabalho,Número de corridas,Tempo de subida,Tempo de descida,Outro tempo,Percepção de esforço,Tipo,Hora de início,Média ponderada de potência,Contagem de potência,Usar Percepção de esforço,Percepção de esforço relativo,Deslocamento,Peso total levantado,Da atividade carregada,Distância ajustada à inclinação,Tempo de observação do clima,Condição climática,Temperatura atmosférica,Temperatura aparente,Ponto de orvalho,Umidade,Pressão atmosférica,Velocidade do vento,Rajada de vento,Direção do vento,Intensidade da precipitação,Hora do nascer do sol,Hora do pôr do sol,Fase da lua,Bicicleta,Equipamento,Probabilidade de precipitação,Tipo de precipitação,Nebulosidade,Visibilidade,Índice UV,Previsão de ozônio,Contagem de pulos,Garra total,Fluxo médio,Sinalizado,Velocidade média (tempo decorrido),Distância na terra,Distância recém-explorada,Distância de terra recém-explorada,Contagem de atividades,Total de passos,Economia de carbono,Extensão da piscina,Carga de treinamento,Intensidade,Ritmo Ajustado à inclinação média,Tempo do temporizador,Total de ciclos,Mídia
671613684,2 de ago de 2015 09:37:04,Corrida matinal,Corrida,"",1004,"1,82",116.0,3,false,,"",activities/740516887.tcx.gz,75.5,,1004.0,783.0,1828.9000244140625,4.199999809265137,,38.93168640136719,,13.300000190734863,85.0,22.799999237060547,-2.0613484382629395,,,,,116.0,105.20308685302734,,,169.06483459472656,,,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613691,14 de nov de 2015 09:12:01,Corrida matinal,Corrida,"",4366,"10,00",146.0,132,false,,"",activities/740516894.tcx.gz,75.5,,4366.0,4278.0,10003.7998046875,2.9000000953674316,,161.5398406982422,,0.0,39.70000076293945,46.099998474121094,-0.01099582202732563,,,,,146.0,130.8608856201172,,,973.7670288085938,,,132.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613706,5 de nov de 2015 09:14:03,Corrida matinal,Corrida,"",4066,"10,01",165.0,153,false,,"",activities/740516899.tcx.gz,75.5,,4066.0,3938.0,10016.599609375,4.199999809265137,,176.32492065429688,,0.0,79.30000305175781,34.400001525878906,0.4931813180446625,,,,,165.0,136.27000427246094,,,992.0232543945312,,,153.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613718,26 de nov de 2015 09:03:12,Corrida matinal,Corrida,"",3502,"9,00",160.0,161,false,,"",activities/740516920.tcx.gz,75.5,,3502.0,3492.0,9006.5,3.9000000953674316,,111.54000091552734,,0.0,39.900001525878906,37.400001525878906,0.021095875650644302,,,,,160.0,140.0567169189453,,,875.0369262695312,,,161.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613721,21 de nov de 2015 20:23:28,Corrida vespertina,Corrida,"",5150,"12,01",160.0,185,false,,"",activities/740516917.tcx.gz,75.5,,5150.0,5144.0,12012.2001953125,3.5999999046325684,,192.11483764648438,,0.0,85.30000305175781,36.400001525878906,0.4412181079387665,,,,,160.0,134.6995391845703,,,1181.5150146484375,,,185.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613723,8 de nov de 2015 12:14:11,Corrida matinal,Corrida,"",5568,"14,07",151.0,210,false,,"",activities/740516906.tcx.gz,75.5,,5568.0,5397.0,14072.599609375,3.9000000953674316,,113.08399963378906,,0.0,33.0,38.20000076293945,0.007106009870767593,,,,,151.0,132.14999389648438,,,1341.5074462890625,,,210.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613727,30 de nov de 2015 09:28:40,Corrida matinal,Corrida,"",2705,"5,99",138.0,67,false,,"",activities/740516931.tcx.gz,75.5,,2705.0,2699.0,5989.60009765625,4.5,,81.64476013183594,,0.0,35.70000076293945,35.20000076293945,0.095164954662323,,,,,138.0,127.1041488647461,,,586.8521118164062,,,67.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613729,1 de dez de 2015 09:07:35,Corrida matinal,Corrida,"",2506,"7,00",,,false,,"",activities/740516932.tcx.gz,75.5,,2506.0,2506.0,7005.2998046875,3.799999952316284,,97.81999969482422,,0.0,39.900001525878906,41.5,0.09135939925909042,,,,,,,,,681.4819946289062,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613730,28 de nov de 2015 09:00:11,Corrida matinal,Corrida,"",5428,"13,01",162.0,253,false,,"",activities/740516926.tcx.gz,75.5,,5428.0,5374.0,13014.400390625,4.0,,137.81700134277344,,0.0,39.79999923706055,41.599998474121094,0.06454390287399292,,,,,162.0,135.40699768066406,,,1250.643798828125,,,253.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613738,10 de nov de 2015 21:03:45,Corrida ao entardecer,Corrida,"",4825,"12,00",,,false,,"",activities/740516912.tcx.gz,75.5,,4825.0,4715.0,12005.5,3.5,,101.62100219726562,,0.0,33.400001525878906,36.900001525878906,0.012494299560785294,,,,,,,,,1149.993408203125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613739,3 de dez de 2015 09:05:25,Corrida matinal,Corrida,"",3521,"9,00",,,false,,"",activities/740516940.tcx.gz,75.5,,3521.0,3521.0,9005.599609375,4.400000095367432,,123.4020004272461,,0.0,40.099998474121094,33.79999923706055,0.007772940210998058,,,,,,,,,874.1092529296875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613740,5 de dez de 2015 09:38:31,Corrida matinal,Corrida,"",4211,"10,01",,,false,,"",activities/740516947.tcx.gz,75.5,,4211.0,4004.0,10009.7998046875,3.4000000953674316,,137.0709991455078,,0.0,65.0,37.900001525878906,-0.07093050330877304,,,,,,,,,972.4683227539062,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613749,12 de dez de 2015 09:43:14,Corrida matinal,Corrida,"",3591,"6,07",,,false,,"",activities/740516961.tcx.gz,75.5,,3591.0,3324.0,6077.39990234375,3.4000000953674316,,37.22140121459961,,3.9000000953674316,35.5,44.900001525878906,-0.22542500495910645,,,,,,,,,574.7926025390625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613751,13 de dez de 2015 10:09:46,Corrida matinal,Corrida,"",3251,"8,00",,,false,,"",activities/740516965.tcx.gz,75.5,,3251.0,3251.0,8006.89990234375,4.900000095367432,,136.7449951171875,,0.0,78.0999984741211,36.20000076293945,0.595736026763916,,,,,,,,,796.6409301757812,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613756,7 de dez de 2015 09:00:23,Corrida matinal,Corrida,"",4163,"10,00",,,false,,"",activities/740516953.tcx.gz,75.5,,4163.0,4159.0,10006.7998046875,4.199999809265137,,201.25900268554688,,0.0,78.5999984741211,43.900001525878906,0.6325700283050537,,,,,,,,,999.3517456054688,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613762,15 de dez de 2015 08:56:35,Corrida matinal,Corrida,"",2690,"7,00",,,false,,"",activities/740516971.tcx.gz,75.5,,2690.0,2690.0,7007.39990234375,3.799999952316284,,100.43499755859375,,0.0,39.79999923706055,40.900001525878906,-0.04709310084581375,,,,,,,,,679.645263671875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613769,26 de dez de 2015 11:40:22,Corrida matinal,Corrida,"",2273,"5,00",,,false,,"",activities/740516985.tcx.gz,75.5,,2273.0,2273.0,5005.10009765625,3.200000047683716,,66.47470092773438,,0.0,32.5,39.70000076293945,-0.013985699974000454,,,,,,,,,494.995849609375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613773,28 de dez de 2015 21:47:35,Corrida ao entardecer,Corrida,"",2198,"5,00",,,false,,"",activities/740516990.tcx.gz,75.5,,2198.0,2198.0,5006.39990234375,2.799999952316284,,53.502498626708984,,0.0,31.200000762939453,33.099998474121094,-0.013982100412249565,,,,,,,,,486.4707336425781,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613785,3 de jan de 2016 10:24:51,Corrida matinal,Corrida,"",3130,"7,00",,,false,,"",activities/740517000.tcx.gz,75.5,,3130.0,3127.0,7006.39990234375,3.700000047683716,,98.67430114746094,,0.0,39.599998474121094,47.599998474121094,0.057090699672698975,,,,,,,,,683.3373413085938,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613786,20 de dez de 2015 09:12:18,Caminhada ao Bonfim,Trilha,"",8313,"9,55",,,false,,"",activities/740516981.tcx.gz,75.5,,8313.0,7282.0,9550.7998046875,4.800000190734863,,77.18240356445312,,3.0,79.30000305175781,46.29999923706055,-0.5119990110397339,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613788,31 de dez de 2015 21:25:42,Corrida ao entardecer,Corrida,"",2745,"6,00",,,false,,"",activities/740516994.tcx.gz,75.5,,2745.0,2745.0,6005.89990234375,2.700000047683716,,86.95860290527344,,0.0,40.099998474121094,34.0,-0.018315300345420837,,,,,,,,,586.7222290039062,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613800,8 de jan de 2016 09:20:08,Corrida matinal,Corrida,"",2680,"6,00",,,false,,"",activities/740517024.tcx.gz,75.5,,2680.0,2680.0,6006.2998046875,3.0999999046325684,,86.13870239257812,,0.0,39.79999923706055,35.20000076293945,-0.034963298588991165,,,,,,,,,583.9856567382812,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613802,5 de jan de 2016 22:18:33,Corrida ao entardecer,Corrida,"",2223,"5,00",,,false,,"",activities/740517008.tcx.gz,75.5,,2223.0,2223.0,5004.10009765625,2.799999952316284,,55.90950012207031,,0.0,33.599998474121094,33.599998474121094,0.01199019979685545,,,,,,,,,488.91046142578125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613810,9 de jan de 2016 11:04:50,Corrida matinal,Corrida,"",3297,"7,00",,,false,,"",activities/740517031.tcx.gz,75.5,,3297.0,3297.0,7006.10009765625,3.0999999046325684,,110.75399780273438,,0.0,39.900001525878906,39.400001525878906,0.007136640138924122,,,,,,,,,687.2241821289062,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671613813,12 de jan de 2016 21:23:52,Corrida ao entardecer,Corrida,"",2172,"5,00",,,false,,"",activities/740517038.tcx.gz,75.5,,2172.0,2162.0,5008.2001953125,3.9000000953674316,,0.0,,4.199999809265137,14.300000190734863,6.5,-0.001996729988604784,,,,,,,,,466.7859191894531,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616772,19 de jan de 2016 09:13:12,Corrida matinal,Corrida,"",2816,"7,00",,,false,,"",activities/740520067.tcx.gz,75.5,,2816.0,2816.0,7005.2001953125,3.299999952316284,,101.55000305175781,,0.0,39.79999923706055,32.79999923706055,0.0328328013420105,,,,,,,,,677.4374389648438,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616776,16 de jan de 2016 23:19:33,Noturna de Verão 10 km Salvador,Corrida,"",3607,"10,04",,,false,,"",activities/740520059.tcx.gz,75.5,,3607.0,3607.0,10044.2998046875,4.400000095367432,,23.4867000579834,,3.200000047683716,15.899999618530273,14.300000190734863,-0.0009955900022760034,,,,,,,,,938.8130493164062,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525170.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616779,21 de jan de 2016 09:07:26,Corrida matinal,Corrida,"",4299,"9,00",,,false,,"",activities/740520070.tcx.gz,75.5,,4299.0,3705.0,9006.2998046875,3.5999999046325684,,140.60800170898438,,0.0,40.0,33.79999923706055,0.136571004986763,,,,,,,,,876.0387573242188,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616791,25 de jan de 2016 09:22:30,Corrida matinal,Corrida,"",2250,"5,00",,,false,,"",activities/740520089.tcx.gz,75.5,,2250.0,2250.0,5006.7998046875,2.9000000953674316,,57.513301849365234,,0.0,36.20000076293945,33.20000076293945,0.20572000741958618,,,,,,,,,485.6265563964844,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616803,26 de jan de 2016 09:10:45,Corrida matinal,Corrida,"",3138,"8,00",,,false,,"",activities/740520099.tcx.gz,75.5,,3138.0,3138.0,8007.5,3.799999952316284,,112.27300262451172,,0.0,39.900001525878906,32.0,0.016234800219535828,,,,,,,,,773.0413818359375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616817,23 de jan de 2016 09:16:16,Corrida matinal,Corrida,"",4489,"8,48",236.0,382,false,,"",activities/740520084.tcx.gz,75.5,,4489.0,3779.0,8482.2998046875,3.299999952316284,,55.97615432739258,,0.0,46.599998474121094,49.400001525878906,0.0011789255077019334,,,,,236.0,192.9351043701172,,,832.6895141601562,,,382.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616818,20 de fev de 2016 09:47:55,Corrida matinal,Corrida,"",668,"1,50",128.0,7,false,,"",activities/740520163.tcx.gz,75.5,,668.0,663.0,1507.5,4.099999904632568,,0.0,,0.0,14.800000190734863,19.799999237060547,-0.03316749632358551,,,,,128.0,114.61027526855469,,,143.4708709716797,,,7.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616826,31 de jan de 2016 12:05:52,Corrida matinal,Corrida,"",2579,"5,07",128.0,36,false,,"",activities/740520119.tcx.gz,75.5,,2579.0,2432.0,5072.5,3.5,,46.119117736816406,,48.599998474121094,79.0,17.799999237060547,-0.4455396831035614,,,,,128.0,118.21910095214844,,,475.1626281738281,,,36.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616829,30 de jan de 2016 09:04:05,Corrida matinal,Corrida,"",6705,"12,00",165.0,226,false,,"",activities/740520116.tcx.gz,75.5,,6705.0,6116.0,12008.7001953125,2.700000047683716,,92.4000015258789,,0.0,70.9000015258789,49.0,-0.17404048144817352,,,,,165.0,135.09388732910156,,,1153.5184326171875,,,226.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616835,11 de fev de 2016 21:59:24,Corrida ao entardecer,Corrida,"",3403,"8,00",158.0,131,false,,"",activities/740520156.tcx.gz,75.5,,3403.0,3399.0,8006.39990234375,4.0,,146.29714965820312,,0.0,78.19999694824219,48.0,0.5795363783836365,,,,,158.0,135.92164611816406,,,800.5092163085938,,,131.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616847,23 de fev de 2016 08:48:53,Corrida matinal,Corrida,"",2932,"7,00",154.0,122,false,,"",activities/740520167.tcx.gz,75.5,,2932.0,2932.0,7005.7001953125,3.200000047683716,,98.21968078613281,,0.0,39.70000076293945,39.099998474121094,-0.13132163882255554,,,,,154.0,137.56991577148438,,,677.7343139648438,,,122.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616858,2 de fev de 2016 09:55:16,Corrida matinal,Corrida,"",3470,"8,00",151.0,122,false,,"",activities/740520124.tcx.gz,75.5,,3470.0,3373.0,8004.10009765625,4.300000190734863,,163.02333068847656,,0.0,77.30000305175781,31.200000762939453,0.5572144389152527,,,,,151.0,134.7141571044922,,,797.4850463867188,,,122.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616868,25 de fev de 2016 08:58:51,Corrida matinal,Corrida,"",4409,"10,00",150.0,165,false,,"",activities/740520173.tcx.gz,75.5,,4409.0,4409.0,10006.2998046875,2.9000000953674316,,150.26571655273438,,0.0,40.099998474121094,32.400001525878906,0.08394711464643478,,,,,150.0,135.6132049560547,,,975.6780395507812,,,165.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616889,1 de mar de 2016 09:11:25,Corrida matinal,Corrida,"",3796,"8,00",152.0,151,false,,"",activities/740520187.tcx.gz,75.5,,3796.0,3495.0,8005.10009765625,3.200000047683716,,149.19833374023438,,0.0,66.69999694824219,36.900001525878906,0.7220396995544434,,,,,152.0,139.1899871826172,,,801.0286865234375,,,151.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616891,27 de fev de 2016 09:50:56,Corrida matinal,Corrida,"",7161,"12,00",156.0,204,false,,"",activities/740520185.tcx.gz,75.5,,7161.0,6195.0,12003.400390625,3.799999952316284,,135.32040405273438,,0.0,79.80000305175781,26.899999618530273,0.38739022612571716,,,,,156.0,133.1819305419922,,,1172.9805908203125,,,204.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616903,8 de mar de 2016 08:37:40,Corrida matinal,Corrida,"",2716,"7,00",178.0,145,false,,"",activities/740520203.tcx.gz,75.5,,2716.0,2713.0,7006.0,3.200000047683716,,100.0469970703125,,0.0,39.599998474121094,34.5,0.11275999993085861,,,,,178.0,139.7270050048828,,,679.0237426757812,,,145.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616912,10 de mar de 2016 09:06:25,Corrida matinal,Corrida,"",3771,"8,00",157.0,111,false,,"",activities/740520209.tcx.gz,75.5,,3771.0,3418.0,8006.0,3.700000047683716,,119.07428741455078,,0.0,40.0,35.900001525878906,0.024981264024972916,,,,,157.0,132.58004760742188,,,777.7353515625,,,111.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616918,5 de mar de 2016 08:37:40,Corrida matinal,Corrida,"",7704,"14,00",149.0,280,false,,"",activities/740520198.tcx.gz,75.5,,7704.0,7521.0,14004.0,3.299999952316284,,99.7469253540039,,0.0,77.5,44.70000076293945,-0.06283918768167496,,,,,149.0,134.9965362548828,,,1346.6280517578125,,,280.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616920,12 de mar de 2016 08:48:09,Corrida matinal,Corrida,"",3776,"8,14",159.0,148,false,,"",activities/740520216.tcx.gz,75.5,,3776.0,3768.0,8142.7001953125,3.0999999046325684,,49.23749923706055,,0.0,39.099998474121094,28.799999237060547,-0.012280900031328201,,,,,159.0,132.05299377441406,,,780.008056640625,,,148.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616922,15 de mar de 2016 09:08:09,Corrida matinal,Corrida,"",3386,"8,01",155.0,125,false,,"",activities/740520220.tcx.gz,75.5,,3386.0,3193.0,8011.2001953125,3.299999952316284,,120.18333435058594,,0.0,39.599998474121094,36.29999923706055,0.014979029074311256,,,,,155.0,136.2530517578125,,,777.0488891601562,,,125.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616924,16 de mar de 2016 09:01:26,Corrida matinal,Corrida,"",3152,"6,02",165.0,98,false,,"",activities/740520225.tcx.gz,75.5,,3152.0,3152.0,6024.2001953125,2.5,,82.26329803466797,,0.0,36.900001525878906,35.20000076293945,0.021579600870609283,,,,,165.0,129.23899841308594,,,591.8336181640625,,,98.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616926,18 de mar de 2016 09:24:29,Corrida matinal,Corrida,"",2909,"5,99",168.0,84,false,,"",activities/740520230.tcx.gz,75.5,,2909.0,2895.0,5994.7001953125,3.5999999046325684,,91.46199798583984,,0.0,38.0,47.900001525878906,-0.018349500373005867,,,,,168.0,128.79100036621094,,,590.293701171875,,,84.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616945,20 de mar de 2016 21:12:21,Corrida ao entardecer,Corrida,"",4465,"10,00",155.0,154,false,,"",activities/740520244.tcx.gz,75.5,,4465.0,4461.0,10006.0,4.599999904632568,,196.10000610351562,,0.0,79.0,33.70000076293945,0.6136320233345032,,,,,155.0,131.8820037841797,,,993.5538940429688,,,154.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671616953,19 de mar de 2016 08:49:11,Corrida matinal,Corrida,"",6974,"14,14",149.0,218,false,,"",activities/740520238.tcx.gz,75.5,,6974.0,6705.0,14141.7001953125,3.5999999046325684,,251.61399841308594,,0.0,78.9000015258789,34.099998474121094,0.3167940080165863,,,,,149.0,130.17300415039062,,,1389.3187255859375,,,218.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671620094,26 de mar de 2016 13:19:00,Caminhada Ibicoara,Trilha,"",223,"0,52",,,false,,"",activities/740523719.tcx.gz,75.5,,223.0,159.0,520.4000244140625,6.800000190734863,,13.095000267028809,,874.4000244140625,888.4000244140625,8.300000190734863,1.3258999586105347,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671620097,26 de mar de 2016 13:24:04,Caminhada Ibicoara,Trilha,"",166,"0,62",,,false,,"",activities/740523724.tcx.gz,75.5,,166.0,166.0,619.5999755859375,8.5,,0.0,,874.7999877929688,892.0,8.5,-1.888319969177246,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671620098,23 de mar de 2016 09:15:55,Corrida matinal,Corrida,"",3134,"6,00",132.0,34,false,,"",activities/740523705.tcx.gz,75.5,,3134.0,3130.0,6005.39990234375,2.5,,87.74888610839844,,0.0,39.900001525878906,36.70000076293945,0.00999100785702467,,,,,132.0,116.39034271240234,,,588.9857177734375,,,34.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671620105,22 de mar de 2016 09:01:56,Corrida matinal,Corrida,"",3251,"8,00",157.0,135,false,,"",activities/740523701.tcx.gz,75.5,,3251.0,3237.0,8007.5,3.5,,100.11380767822266,,0.0,21.799999237060547,32.0,0.012488292530179024,,,,,157.0,137.86654663085938,,,775.4904174804688,,,135.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671620122,26 de mar de 2016 16:49:25,Caminhada Ibicoara,Trilha,"",3972,"3,17",,,false,,"",activities/740523730.tcx.gz,75.5,,3972.0,3490.0,3177.199951171875,6.699999809265137,,92.46189880371094,,543.2999877929688,619.5999755859375,37.29999923706055,2.3133599758148193,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671620123,24 de mar de 2016 08:53:11,Corrida matinal,Corrida,"",5648,"12,00",158.0,171,false,,"",activities/740523713.tcx.gz,75.5,,5648.0,5148.0,12005.7001953125,4.099999904632568,,210.88967895507812,,0.0,79.0999984741211,46.400001525878906,0.5180872678756714,,,,,158.0,132.93899536132812,,,1190.5689697265625,,,171.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671620131,26 de mar de 2016 14:12:20,Caminhada Ibicoara,Trilha,"",5268,"3,32",,,false,,"",activities/740523725.tcx.gz,75.5,,5268.0,3697.0,3319.0,3.799999952316284,,20.17639923095703,,547.9000244140625,619.5,42.0,-2.054840087890625,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671620146,30 de mar de 2016 09:17:10,Corrida matinal,Corrida,"",3025,"6,00",126.0,25,false,,"",activities/740523746.tcx.gz,75.5,,3025.0,3025.0,6004.7998046875,2.799999952316284,,86.75916290283203,,0.0,39.900001525878906,47.400001525878906,-0.004996003117412329,,,,,126.0,114.75959014892578,,,590.8038940429688,,,25.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
671620148,29 de mar de 2016 09:03:26,Corrida matinal,Corrida,"",4233,"10,01",152.0,142,false,,"",activities/740523743.tcx.gz,75.5,,4233.0,4143.0,10017.7001953125,3.5999999046325684,,149.10618591308594,,0.0,39.79999923706055,32.79999923706055,0.034938160330057144,,,,,152.0,133.2234344482422,,,973.35888671875,,,142.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1525988.0,,,,,,,,,,,,,,,,,,,,,,,,""
