ID da atividade,Data da atividade,Nome da atividade,Tipo de atividade,Descrição da atividade,Tempo decorrido,Distância,Frequência cardíaca máxima,Esforço relativo,Deslocamento,Observação privada da atividade,Equipamento da atividade,Nome do arquivo,Peso do atleta,Peso da bicicleta,Tempo decorrido,Tempo de movimentação,Distância,Velocidade máx.,Velocidade média,Ganho de elevação,Perda de elevação,Elevação mínima,Elevação máxima,Inclinação máxima,Inclinação média,Inclinação positiva média,Inclinação negativa média,Cadência máxima,Cadência média,Frequência cardíaca máxima,Frequência cardíaca média,Máximo de watts,Média de watts,Calorias,Temperatura máxima,Temperatura média,Esforço relativo,Total de trabalho,Número de corridas,Tempo de subida,Tempo de descida,Outro tempo,Percepção de esforço,Tipo,Hora de início,Média ponderada de potência,Contagem de potência,Usar Percepção de esforço,Percepção de esforço relativo,Deslocamento,Peso total levantado,Da atividade carregada,Distância ajustada à inclinação,Tempo de observação do clima,Condição climática,Temperatura atmosférica,Temperatura aparente,Ponto de orvalho,Umidade,Pressão atmosférica,Velocidade do vento,Rajada de vento,Direção do vento,Intensidade da precipitação,Hora do nascer do sol,Hora do pôr do sol,Fase da lua,Bicicleta,Equipamento,Probabilidade de precipitação,Tipo de precipitação,Nebulosidade,Visibilidade,Índice UV,Previsão de ozônio,Contagem de pulos,Garra total,Fluxo médio,Sinalizado,Velocidade média (tempo decorrido),Distância na terra,Distância recém-explorada,Distância de terra recém-explorada,Contagem de atividades,Total de passos,Economia de carbono,Extensão da piscina,Carga de treinamento,Intensidade,Ritmo Ajustado à inclinação média,Tempo do temporizador,Total de ciclos,Mídia
4329401758,11 de nov de 2020 09:00:38,Pedalada matinal ,Pedalada,"Partly Cloudy, 25°C, Feels like 26°C, Humidity 79%, Wind 4m/s from E - by ",1894,"7,95",157.0,14,false,,Itaú,activities/4628019638.tcx.gz,,12.0,1894.0,1894.0,7951.0,9.600000381469727,4.197993755340576,98.74510192871094,40.64509963989258,9.800000190734863,69.80000305175781,10.899999618530273,0.7307257056236267,,,,,,122.49574279785156,,70.2750015258789,221.0,,,14.0,,,,,,5.0,,,,,0.0,34.0,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4329402881,12 de nov de 2020 08:49:33,Corrida matinal ,Corrida,"Clear, 25°C, Feels like 26°C, Humidity 82%, Wind 4m/s from NE - by ",2125,"5,02",152.0,25,false,,Nimbus 21 2020-02-16,activities/4628020775.tcx.gz,,,2125.0,2097.0,5027.5,4.0,2.397472620010376,17.9616641998291,17.461700439453125,67.69999694824219,81.80000305175781,21.799999237060547,0.009945300407707691,,,90.0,85.56378173828125,,133.16555786132812,,,297.0,,,25.0,,,,,,5.0,,,,,0.0,37.0,0.0,,1.0,5089.7001953125,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,""
4330540634,13 de nov de 2020 08:45:33,Pedalada matinal,Pedalada,"Humid and Partly Cloudy, 25°C, Feels like 25°C, Humidity 87%, Wind 4m/s from NE - by ",2323,"9,76",151.0,14,false,,Itaú,activities/4629240004.tcx.gz,,12.0,2323.0,2323.0,9768.900390625,8.5,4.205295085906982,101.97761535644531,43.577999114990234,9.800000190734863,70.0,11.899999618530273,0.5978155136108398,,,,,,119.73848724365234,,64.38792419433594,266.0,,,14.0,,,,,,6.0,,,,,0.0,61.0,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4335793962,14 de nov de 2020 11:10:21,Pedalada matinal,Pedalada,"Mostly Cloudy, 27°C, Feels like 30°C, Humidity 72%, Wind 4m/s from NE - by ",2097,"7,05",150.0,13,false,,Itaú,activities/4634793020.tcx.gz,,12.0,2097.0,1931.0,7056.7001953125,7.800000190734863,3.6544277667999268,88.25128173828125,30.15130043029785,9.800000190734863,71.0999984741211,13.5,0.8233309984207153,,,,,,122.98385620117188,,60.72083282470703,248.0,,,13.0,,,,,,5.0,,,,,0.0,34.0,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4335796659,14 de nov de 2020 10:05:28,Corrida matinal,Corrida,"Humid and Mostly Cloudy, 26°C, Feels like 29°C, Humidity 80%, Wind 5m/s from NE - by ",2673,"5,41",151.0,30,false,,Nimbus 21 2020-02-16,activities/4634795653.tcx.gz,,,2673.0,2272.0,5418.2001953125,3.5999999046325684,2.3847711086273193,28.655012130737305,29.55500030517578,9.800000190734863,27.799999237060547,7.099999904632568,-0.016610682010650635,,,90.0,85.8694076538086,,133.57162475585938,,,363.0,,,30.0,,,,,,6.0,,,,,0.0,59.0,0.0,,1.0,5452.89990234375,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,media/399327f6-817b-48cd-8451-3192b44a4ec7.jpg|media/31e931e6-51d1-45ef-bdd0-208231094182.jpg
4349676643,17 de nov de 2020 08:50:11,Corrida matinal ,Corrida,"Mostly Cloudy, 26°C, Feels like 26°C, Humidity 79%, Wind 4m/s from NNE - by ",2190,"5,02",144.0,18,false,,Nimbus 21 2020-02-16,activities/4649526670.tcx.gz,,,2190.0,2171.0,5026.89990234375,3.799999952316284,2.315476655960083,10.736442565917969,10.036399841308594,67.69999694824219,73.30000305175781,27.200000762939453,0.013925082981586456,,,87.0,84.68376922607422,,130.79122924804688,,,299.0,,,18.0,,,,,,5.0,,,,,0.0,39.0,0.0,,1.0,5053.0,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,""
4368791884,21 de nov de 2020 11:00:35,Pedalada matinal,Pedalada,"Rain and Humid, 26°C, Feels like 28°C, Humidity 86%, Wind 6m/s from NNE - by ",2707,"9,16",160.0,17,false,,Itaú,activities/4669545233.tcx.gz,,12.0,2707.0,2585.0,9164.7001953125,9.300000190734863,3.5453383922576904,95.35667419433594,37.25669860839844,9.800000190734863,72.0,11.899999618530273,0.6339541673660278,,,,,,122.24932098388672,,53.1888427734375,317.0,,,17.0,,,,,,5.0,,,,,0.0,46.0,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,media/903bd7e4-e86d-4fbb-a014-0d1185bdf610.jpg
4368794847,21 de nov de 2020 10:09:20,Corrida matinal,Corrida,"",2835,"5,43",147.0,22,false,,Nimbus 21 2020-02-16,activities/4669548275.tcx.gz,,,2835.0,2295.0,5432.5,3.700000047683716,2.3671023845672607,28.647483825683594,29.247499465942383,9.800000190734863,27.799999237060547,5.800000190734863,-0.01104463916271925,,,90.0,85.55628204345703,,129.9895477294922,,,360.0,,,22.0,,,,,,5.0,,,,,0.0,41.0,0.0,,1.0,5467.10009765625,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,media/fa01b9a7-6ccf-41f3-b687-edb847bd8d67.jpg|media/3fdbefa3-cb4f-4a5c-95a4-25322f8e52a7.jpg|media/a2f5399f-3906-42f3-8cc3-2ec3aac58c6e.jpg
4374746750,22 de nov de 2020 09:11:13,Caminhada do Bonfim,Caminhada,"Humid and Mostly Cloudy, 25°C, Feels like 26°C, Humidity 86%, Wind 5m/s from NE - by ",9807,"9,90",120.0,17,false,,Hoka Mach 1,activities/4675807909.tcx.gz,,,9807.0,7914.0,9905.2001953125,3.700000047683716,1.2516047954559326,40.33964157104492,73.13960266113281,6.699999809265137,71.5,23.600000381469727,-0.3311392068862915,,,90.0,51.4130973815918,,87.73853302001953,,,659.0,,,17.0,,,,,,3.0,,,,,0.0,65.0,0.0,,1.0,,,,,,,,,,,,,,,,,3264913.0,,,,,,,,,,,,,,,,,,,,,,,,media/922f589a-ce30-4afd-a306-644ef72abdbf.jpg|media/4b3571f0-841a-4c71-9442-f2068e864672.jpg|media/c9b596bb-5a18-491d-aa84-3a5128473193.jpg|media/0d71ae30-0a2d-47dc-91eb-61569a999dea.jpg|media/d36addaf-deff-471d-94c5-749ff8725a68.jpg|media/b21d8c79-de4a-462c-bab0-a79d7acca3c3.jpg|media/4ab7211f-7474-4f17-a835-7a5c61761d3f.jpg|media/1de30fb3-f1f7-4ec7-90b5-cbbf3d7f74d8.jpg|media/66528f8c-3244-4634-83a9-79cf63f6848b.jpg|media/44b2ad8b-30f5-4a36-aab0-4850ad49e42e.jpg|media/61bcf035-1fdc-411a-aa65-81e23f49c3bb.jpg|media/8b3d54fc-31ce-4ad3-8864-13b564a564f3.jpg|media/f9e506d7-8d56-459d-9779-2e8050907ee5.jpg|media/d7a189da-c3f7-4063-a792-2734fbd9b74e.jpg|media/3b7442e1-7cf7-4f8c-8a5a-07d1ef0967d3.jpg|media/96468990-c805-4444-b0f4-febb8fcc6788.jpg
4392317744,24 de nov de 2020 08:46:42,Corrida matinal ,Corrida,"Mostly Sunny, 25°C, Feels like 25°C, Humidity 78%, Wind 5m/s from ESE - by ",2087,"5,05",150.0,28,false,,Nimbus 21 2020-02-16,activities/4694616424.tcx.gz,,,2087.0,2072.0,5049.5,3.700000047683716,2.4370174407958984,18.50640296936035,17.906400680541992,67.69999694824219,78.0,23.899999618530273,0.011882364749908447,,,90.0,85.9472427368164,,135.0178985595703,,,297.0,,,28.0,,,,,,4.0,,,,,,23.0,0.0,,1.0,5126.5,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,""
4392319724,26 de nov de 2020 08:30:11,Corrida matinal ,Corrida,"Mostly Cloudy, 25°C, Feels like 25°C, Humidity 80%, Wind 6m/s from ESE - by ",2069,"5,08",151.0,33,false,,Nimbus 21 2020-02-16,activities/4694618521.tcx.gz,,,2069.0,2039.0,5083.39990234375,4.300000190734863,2.4930849075317383,10.775084495544434,9.875100135803223,67.69999694824219,73.30000305175781,27.600000381469727,0.017704686149954796,,,90.0,85.73657989501953,,136.2493896484375,,,299.0,,,33.0,,,,,,4.0,,,,,,22.0,0.0,,1.0,5115.2998046875,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,""
4397277858,27 de nov de 2020 09:00:46,Pedalada matinal,Pedalada,"Mostly Cloudy with Drizzle, 25°C, Feels like 25°C, Humidity 78%, Wind 5m/s from ESE - by ",1952,"8,27",159.0,14,false,,Itaú,activities/4699865847.tcx.gz,,12.0,1952.0,1952.0,8276.7001953125,8.899999618530273,4.240112781524658,99.41493225097656,41.91490173339844,9.800000190734863,69.80000305175781,10.600000381469727,0.6947213411331177,,,,,,121.48492431640625,,70.00831604003906,224.0,,,14.0,,,,,,6.0,,,,,0.0,51.0,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4400869996,28 de nov de 2020 09:35:53,Corrida matinal,Corrida,"Mostly Cloudy, 26°C, Feels like 26°C, Humidity 75%, Wind 6m/s from ESE - by ",2762,"5,08",147.0,19,false,,Nimbus 21 2020-02-16,activities/4703674418.tcx.gz,,,2762.0,2209.0,5088.60009765625,4.099999904632568,2.3035762310028076,33.8585090637207,22.35849952697754,9.800000190734863,29.0,18.799999237060547,0.22599536180496216,,,87.0,84.2012710571289,,129.52197265625,,,356.0,,,19.0,,,,,,4.0,,,,,0.0,24.0,0.0,,1.0,5178.60009765625,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,media/424d0a8f-53c0-4b2b-8016-24e0d7119c87.jpg|media/70f770ec-58b3-40bb-b713-75ccbbe30977.jpg
4401468822,28 de nov de 2020 10:49:11,Pedalada matinal,Pedalada,"Cloudy, 26°C, Feels like 26°C, Humidity 75%, Wind 7m/s from ESE - by ",2706,"9,27",154.0,13,false,,Itaú,activities/4704302270.tcx.gz,,12.0,2706.0,2255.0,9269.5,10.699999809265137,4.110642910003662,86.65738677978516,44.55739974975586,9.800000190734863,71.5,11.100000381469727,0.4541776776313782,,,,,,118.24251556396484,,60.50603103637695,291.0,,,13.0,,,,,,5.0,,,,,0.0,40.0,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,media/85068ddc-217b-4888-a788-47e8082b7309.jpg
4411159369,30 de nov de 2020 09:08:42,Pedalada matinal ,Pedalada,"Cloudy, 25°C, Feels like 25°C, Humidity 71%, Wind 4m/s from ESE - by ",1911,"8,60",163.0,26,false,,Itaú,activities/4714539611.tcx.gz,,12.0,1911.0,1911.0,8605.5,9.600000381469727,4.503139495849609,100.4506607055664,42.85100173950195,9.800000190734863,69.80000305175781,10.699999809265137,0.6693393588066101,,,,,,132.13583374023438,,74.38424682617188,258.0,,,26.0,,,,,,6.0,,,,,0.0,50.0,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4415991931,1 de dez de 2020 08:46:15,Corrida matinal,Corrida,"Partly Cloudy, 25°C, Feels like 25°C, Humidity 84%, Wind 4m/s from ENE - by ",2848,"5,64",140.0,15,false,,Nimbus 21 2020-02-16,activities/4719628705.tcx.gz,,,2848.0,2771.0,5645.7001953125,3.9000000953674316,2.0374233722686768,10.550174713134766,11.450200080871582,67.69999694824219,73.9000015258789,25.0,-0.015941336750984192,,,87.0,82.76178741455078,,125.2328872680664,,,362.0,,,15.0,,,,,,4.0,,,,,0.0,30.0,0.0,,1.0,5674.5,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,""
4419646934,2 de dez de 2020 08:48:14,Pedalada matinal ,Pedalada,"Mostly Sunny, 25°C, Feels like 25°C, Humidity 79%, Wind 5m/s from NE - by ",2091,"9,61",155.0,14,false,,Itaú,activities/4723475858.tcx.gz,,12.0,2091.0,2075.0,9610.099609375,10.800000190734863,4.631373405456543,100.15499877929688,100.95500183105469,9.800000190734863,70.0,10.899999618530273,-0.00832457561045885,,,,,,119.9631576538086,,67.09597778320312,236.0,,,14.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4423746470,3 de dez de 2020 08:40:12,Corrida matinal ,Corrida,"Partly Cloudy, 25°C, Feels like 25°C, Humidity 82%, Wind 3m/s from NE - by ",2163,"5,11",151.0,20,false,,Nimbus 21 2020-02-16,activities/4727803303.tcx.gz,,,2163.0,2130.0,5118.39990234375,4.199999809265137,2.4030046463012695,11.730469703674316,11.430500030517578,67.69999694824219,73.30000305175781,25.200000762939453,0.005861206445842981,,,90.0,85.1800537109375,,129.8163299560547,,,288.0,,,20.0,,,,,,5.0,,,,,0.0,38.0,0.0,,1.0,5144.5,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,""
4430530904,4 de dez de 2020 09:06:32,Pedalada matinal ,Pedalada,"Cloudy with Light Rain Showers, 26°C, Feels like 26°C, Humidity 82%, Wind 5m/s from NE - by ",2486,"6,69",115.0,5,false,,Itaú,activities/4734973293.tcx.gz,,12.0,2486.0,2106.0,6695.0,6.5,3.1790122985839844,38.54640579223633,38.4463996887207,9.800000190734863,27.799999237060547,11.100000381469727,0.0014936520019546151,,,,,,98.05078887939453,,31.850982666015625,203.0,,,5.0,,,,,,3.0,,,,,0.0,17.0,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,media/0fd8bf8f-ae70-4c6b-b215-d9a21cbeb49e.jpg
4436296186,6 de dez de 2020 09:26:26,Corrida matinal,Corrida,"",2717,"5,02",143.0,14,false,,Nimbus 21 2020-02-16,activities/4741093632.tcx.gz,,,2717.0,2196.0,5021.2001953125,3.5999999046325684,2.2865209579467773,28.610429763793945,26.11039924621582,0.4000000059604645,7.0,20.0,0.04978889599442482,,,87.0,83.55435943603516,,122.55560302734375,,,319.0,,,14.0,,,,,,5.0,,,,,0.0,39.0,0.0,,1.0,5092.2998046875,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,media/016be774-b380-4fcc-8e2d-6e88fe71f254.jpg|media/c2a1ab81-de5f-41e2-a5fd-a60ec16056be.jpg|media/4d68e8e0-a99c-4e61-9ba5-7f2c2a0479e1.jpg|media/d548b424-88b2-44bf-94ff-816b12e75d2b.jpg|media/0b991a3d-4a97-4350-8fa5-bea3aaad76eb.jpg|media/b2794b93-4407-401f-8446-152886207198.jpg|media/fe408a17-5bc5-472b-aab8-b3ce497fc2ea.jpg|media/f513518e-d204-421c-b1a4-134ad2432181.jpg|media/092011bd-bc76-4d34-b9c7-22f8fa8f3aea.jpg
4441084853,7 de dez de 2020 09:01:11,Pedalada,Pedalada,"",1980,"6,70",,,false,,Itaú,,,12.0,1980.0,1980.0,6700.0,,3.383838176727295,,,,,,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,0.0,16.0,0.0,,0.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,media/83c317ea-c3f3-4990-a362-769bb979272e.jpg
4448073798,8 de dez de 2020 08:56:13,Corrida matinal,Corrida,"Partly Cloudy, 25°C, Feels like 25°C, Humidity 83%, Wind 3m/s from ENE - by ",2310,"5,02",149.0,19,false,,Nimbus 21 2020-02-16,activities/4753487777.tcx.gz,,,2310.0,2133.0,5027.39990234375,4.300000190734863,2.356961965560913,11.689258575439453,11.589300155639648,67.69999694824219,73.30000305175781,24.0,0.0019890996627509594,,,90.0,85.3513412475586,,129.7761688232422,,,303.0,,,19.0,,,,,,5.0,,,,,0.0,38.0,0.0,,1.0,5048.7001953125,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,""
4462252593,10 de dez de 2020 08:50:14,Corrida matinal,Corrida,"Partly Cloudy, 25°C, Feels like 25°C, Humidity 81%, Wind 5m/s from NE - by ",2176,"5,04",152.0,21,false,,Nimbus 21 2020-02-16,activities/4768395906.tcx.gz,,,2176.0,2156.0,5042.0,4.599999904632568,2.338589906692505,11.374732971191406,10.874699592590332,67.69999694824219,73.0999984741211,8.800000190734863,0.00991669949144125,,,92.0,85.509765625,,130.66078186035156,,,293.0,,,21.0,,,,,,5.0,,,,,0.0,38.0,0.0,,1.0,5062.2998046875,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,""
4462255689,12 de dez de 2020 09:31:04,Trote Solidário Irmã Dulce,Corrida,"Mostly Sunny, 27°C, Feels like 28°C, Humidity 67%, Wind 5m/s from E - by ",3609,"5,93",137.0,14,false,,Nimbus 21 2020-02-16,activities/4768398939.tcx.gz,,,3609.0,3039.0,5931.10009765625,3.700000047683716,1.9516617059707642,13.770370483398438,20.170400619506836,7.199999809265137,16.899999618530273,17.600000381469727,-0.1079057827591896,,,90.0,82.1127700805664,,123.16413879394531,,,435.0,,,14.0,,,,,,5.0,,,,,0.0,54.0,0.0,,1.0,5950.89990234375,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,media/51753bb0-5630-4853-a3f1-4980cef8dfc7.jpg|media/771eefe2-6601-45ca-9669-02d0cbae6e6e.jpg|media/351af26a-ebb5-4167-85ad-7eb116dd0844.jpg|media/466f6d47-3293-4d9b-aa6c-034c27f7505e.jpg
4462257779,9 de dez de 2020 08:46:05,Pedalada matinal,Pedalada,"Mostly Sunny, 25°C, Feels like 25°C, Humidity 82%, Wind 5m/s from NE - by ",2291,"9,63",156.0,12,false,,Itaú,activities/4768401400.tcx.gz,,12.0,2291.0,2258.0,9632.099609375,12.300000190734863,4.265766143798828,100.76764678955078,101.06800079345703,9.800000190734863,70.0,11.0,-0.003114585531875491,,,,,,113.71128845214844,,60.04819107055664,240.0,,,12.0,,,,,,5.0,,,,,0.0,40.0,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4466670371,13 de dez de 2020 09:11:41,Caminhada do Bonfim ,Caminhada,"Mostly Cloudy, 25°C, Feels like 25°C, Humidity 67%, Wind 3m/s from ESE - by ",7945,"9,28",115.0,15,false,,Hoka Mach 1,activities/4773042527.tcx.gz,,,7945.0,7237.0,9287.0,2.4000000953674316,1.283266544342041,39.58837890625,85.38839721679688,-1.5,71.5,23.200000762939453,-0.49316248297691345,,,73.0,52.59709167480469,,85.92524719238281,,,572.0,,,15.0,,,,,,3.0,,,,,0.0,60.0,0.0,,1.0,,,,,,,,,,,,,,,,,3264913.0,,,,,,,,,,,,,,,,,,,,,,,,media/d7d50152-81a7-4c6d-bbed-3dbe4a598a45.jpg|media/56166dac-769d-4349-b041-ffa5eb121480.jpg|media/e9fb88b7-0aa5-4711-b2f6-a627fb6fbe6b.jpg|media/e2c0a5e1-3f29-466d-9606-e77d54a770d8.jpg|media/ccd5edc7-040a-4d16-93e1-bafa8615a8df.jpg
4474250660,15 de dez de 2020 08:38:33,Corrida matinal ,Corrida,"Rain Showers, 26°C, Feels like 26°C, Humidity 77%, Wind 3m/s from ESE - by ",2152,"5,02",150.0,19,false,,Nimbus 21 2020-02-16,activities/4781044768.tcx.gz,,,2152.0,2144.0,5025.0,5.199999809265137,2.34375,11.698851585388184,11.19890022277832,67.69999694824219,73.30000305175781,23.600000381469727,0.009950248524546623,,,90.0,84.69888305664062,,128.98460388183594,,,286.0,,,19.0,,,,,,,,,,,,,0.0,,1.0,5047.7001953125,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,""
4492567738,18 de dez de 2020 08:51:58,Pedalada matinal,Pedalada,"Partly Cloudy, 25°C, Feels like 25°C, Humidity 85%, Wind 3m/s from WSW - by ",1957,"8,20",159.0,15,false,,Itaú,activities/4800368180.tcx.gz,,12.0,1957.0,1957.0,8200.0,8.399999618530273,4.190086841583252,100.09622955322266,40.79600143432617,9.800000190734863,69.80000305175781,12.5,0.7231707572937012,,,,,,123.46268463134766,,67.95419311523438,236.0,,,15.0,,,,,,5.0,,,,,0.0,35.0,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4492569452,19 de dez de 2020 10:29:47,Pedalada matinal,Pedalada,"Isolated Showers, 27°C, Feels like 28°C, Humidity 77%, Wind 4m/s from ESE - by ",2176,"6,43",156.0,12,false,,Itaú,activities/4800369911.tcx.gz,,12.0,2176.0,1920.0,6430.7001953125,7.300000190734863,3.349323034286499,87.10541534423828,28.505399703979492,9.800000190734863,70.0,50.0,0.911253809928894,,,,,,118.59691619873047,,57.808815002441406,242.0,,,12.0,,,,,,5.0,,,,,0.0,34.0,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4492574418,19 de dez de 2020 09:24:00,Corrida matinal,Corrida,"Partly Cloudy, 26°C, Feels like 26°C, Humidity 82%, Wind 4m/s from NE - by ",3809,"6,02",142.0,22,false,,Nimbus 21 2020-02-16,activities/4800375043.tcx.gz,,,3809.0,2629.0,6022.0,3.9000000953674316,2.290604829788208,28.717687606811523,29.417699813842773,9.800000190734863,27.799999237060547,50.0,-0.011624044738709927,,,87.0,83.85554504394531,,127.49466705322266,,,443.0,,,22.0,,,,,,5.0,,,,,0.0,47.0,0.0,,1.0,6056.7998046875,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,media/b72e86ff-77e9-48aa-b809-05944fb35eca.jpg|media/c12f01ee-7902-4ea2-93f0-ff37aeabddc8.jpg|media/18aa7018-8826-4ee6-b7ec-bdf68bad9811.jpg
4495590666,20 de dez de 2020 09:04:13,Caminhada do Bonfim,Caminhada,"Cloudy, 26°C, Feels like 26°C, Humidity 82%, Wind 6m/s from NE - by ",8749,"9,86",110.0,15,false,,Hoka Mach 1,activities/4803563083.tcx.gz,,12.0,8749.0,7981.0,9863.900390625,3.200000047683716,1.2359228134155273,52.1356315612793,87.93560028076172,0.30000001192092896,71.5,20.0,-0.36293959617614746,,,,,,82.06298828125,,,570.0,,,15.0,,,,,,3.0,,,,,0.0,66.0,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,3264913.0,,,,,,,,,,,,,,,,,,,,,,,,media/5b82a77a-4348-47e0-9a78-516582be9abb.jpg|media/973befb3-2660-44ee-bcff-3d0dee16fee7.jpg|media/255bc57b-afb7-4f71-90c0-06fee013ac02.jpg|media/4c103c1c-8c1a-4679-90f5-0b0d419b13a9.jpg
4503179160,22 de dez de 2020 09:03:17,Pedalada matinal ,Pedalada,"Cloudy with Light Rain Showers, 26°C, Feels like 26°C, Humidity 79%, Wind 4m/s from NE - by ",2218,"7,66",155.0,10,false,,Itaú,activities/4811609196.tcx.gz,,12.0,2218.0,2218.0,7666.89990234375,8.199999809265137,3.4566726684570312,98.12998962402344,39.529998779296875,9.800000190734863,69.5,10.800000190734863,0.7643245458602905,,,,,,103.7200927734375,,56.0369873046875,201.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,3014974.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4519826214,26 de dez de 2020 10:26:43,Corrida matinal,Corrida,"Mostly Sunny, 26°C, Feels like 26°C, Humidity 78%, Wind 5m/s from NNE - by ",2149,"5,02",149.0,20,false,,Nimbus 21 2020-02-16,activities/4829210052.tcx.gz,,,2149.0,2139.0,5028.60009765625,4.300000190734863,2.3509116172790527,11.68376636505127,11.78380012512207,67.69999694824219,73.30000305175781,24.299999237060547,-0.001988625153899193,,,90.0,85.11610412597656,,130.7894287109375,,,288.0,,,20.0,,,,,,5.0,,,,,0.0,38.0,0.0,,1.0,5048.0,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,""
4519828912,24 de dez de 2020 09:30:18,Corrida matinal ,Corrida,"Mostly Sunny, 25°C, Feels like 25°C, Humidity 76%, Wind 5m/s from E - by ",2112,"5,04",164.0,36,false,,Nimbus 21 2020-02-16,activities/4829212863.tcx.gz,,,2112.0,2020.0,5039.7001953125,4.5,2.494900941848755,26.4797420501709,25.479700088500977,9.800000190734863,29.0,11.0,0.019842451438307762,,,92.0,85.69088745117188,,138.35165405273438,,,304.0,,,36.0,,,,,,,,,,,,,0.0,,1.0,5085.2998046875,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,""
4524631938,27 de dez de 2020 11:29:58,Caminhada matinal ,Caminhada,"Partly Cloudy with Light Rain Showers, 27°C, Feels like 27°C, Humidity 69%, Wind 4m/s from E - by ",5488,"5,36",101.0,8,false,,Hoka Mach 1,activities/4834303123.tcx.gz,,,5488.0,4411.0,5364.5,5.5,1.2161641120910645,75.33229064941406,72.43229675292969,9.800000190734863,70.80000305175781,33.29999923706055,0.054059091955423355,,,66.0,50.585391998291016,,82.38905334472656,,,343.0,,,8.0,,,,,,3.0,,,,,0.0,37.0,0.0,,1.0,,,,,,,,,,,,,,,,,3264913.0,,,,,,,,,,,,,,,,,,,,,,,,media/2e8a4031-bd11-4ab3-8091-1e8c6c8215b2.jpg|media/60f09584-bbf9-49fc-a33d-8e041b0f0283.jpg
4528451090,28 de dez de 2020 09:27:02,Corrida matinal ,Corrida,"Mostly Sunny, 27°C, Feels like 27°C, Humidity 72%, Wind 6m/s from E - by ",2089,"5,02",148.0,32,false,,Nimbus 21 2020-02-16,activities/4838364725.tcx.gz,,,2089.0,2082.0,5026.2001953125,3.799999952316284,2.414121150970459,26.81736946105957,26.01740074157715,9.800000190734863,29.0,9.600000381469727,0.015916597098112106,,,87.0,85.59855651855469,,135.07208251953125,,,295.0,,,32.0,,,,,,6.0,,,,,0.0,54.0,0.0,,1.0,5073.0,,,,,,,,,,,,,,,,5625350.0,,,,,,,,,,,,,,,,,,,,,,,,""
